"Notes"	"State of Residence"	"State of Residence Code"	"County of Residence"	"County of Residence Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"Georgia"	"13"	"Columbia County, GA"	"13073"	"2022"	"2022"	"September"	"9"	139
	"Georgia"	"13"	"Columbia County, GA"	"13073"	"2022"	"2022"	"October"	"10"	138
	"Georgia"	"13"	"Columbia County, GA"	"13073"	"2022"	"2022"	"November"	"11"	126
	"Georgia"	"13"	"Columbia County, GA"	"13073"	"2022"	"2022"	"December"	"12"	158
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2022"	"2022"	"January"	"1"	156
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2022"	"2022"	"February"	"2"	117
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2022"	"2022"	"March"	"3"	147
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2022"	"2022"	"April"	"4"	127
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2022"	"2022"	"May"	"5"	137
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2022"	"2022"	"June"	"6"	114
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2022"	"2022"	"July"	"7"	147
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2022"	"2022"	"August"	"8"	159
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2022"	"2022"	"September"	"9"	147
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2022"	"2022"	"October"	"10"	144
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2022"	"2022"	"November"	"11"	153
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2022"	"2022"	"December"	"12"	167
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2022"	"2022"	"January"	"1"	864
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2022"	"2022"	"February"	"2"	750
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2022"	"2022"	"March"	"3"	837
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2022"	"2022"	"April"	"4"	800
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2022"	"2022"	"May"	"5"	806
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2022"	"2022"	"June"	"6"	783
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2022"	"2022"	"July"	"7"	856
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2022"	"2022"	"August"	"8"	914
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2022"	"2022"	"September"	"9"	823
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2022"	"2022"	"October"	"10"	808
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2022"	"2022"	"November"	"11"	849
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2022"	"2022"	"December"	"12"	844
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2022"	"2022"	"January"	"1"	162
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2022"	"2022"	"February"	"2"	120
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2022"	"2022"	"March"	"3"	136
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2022"	"2022"	"April"	"4"	134
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2022"	"2022"	"May"	"5"	147
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2022"	"2022"	"June"	"6"	129
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2022"	"2022"	"July"	"7"	159
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2022"	"2022"	"August"	"8"	167
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2022"	"2022"	"September"	"9"	117
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2022"	"2022"	"October"	"10"	154
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2022"	"2022"	"November"	"11"	138
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2022"	"2022"	"December"	"12"	165
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2022"	"2022"	"January"	"1"	73
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2022"	"2022"	"February"	"2"	74
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2022"	"2022"	"March"	"3"	68
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2022"	"2022"	"April"	"4"	65
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2022"	"2022"	"May"	"5"	83
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2022"	"2022"	"June"	"6"	67
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2022"	"2022"	"July"	"7"	95
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2022"	"2022"	"August"	"8"	83
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2022"	"2022"	"September"	"9"	76
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2022"	"2022"	"October"	"10"	86
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2022"	"2022"	"November"	"11"	78
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2022"	"2022"	"December"	"12"	86
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2022"	"2022"	"January"	"1"	190
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2022"	"2022"	"February"	"2"	218
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2022"	"2022"	"March"	"3"	215
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2022"	"2022"	"April"	"4"	207
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2022"	"2022"	"May"	"5"	206
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2022"	"2022"	"June"	"6"	165
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2022"	"2022"	"July"	"7"	185
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2022"	"2022"	"August"	"8"	246
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2022"	"2022"	"September"	"9"	179
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2022"	"2022"	"October"	"10"	210
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2022"	"2022"	"November"	"11"	173
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2022"	"2022"	"December"	"12"	189
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2022"	"2022"	"January"	"1"	982
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2022"	"2022"	"February"	"2"	981
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2022"	"2022"	"March"	"3"	1011
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2022"	"2022"	"April"	"4"	963
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2022"	"2022"	"May"	"5"	956
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2022"	"2022"	"June"	"6"	1062
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2022"	"2022"	"July"	"7"	1093
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2022"	"2022"	"August"	"8"	1126
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2022"	"2022"	"September"	"9"	987
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2022"	"2022"	"October"	"10"	989
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2022"	"2022"	"November"	"11"	1050
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2022"	"2022"	"December"	"12"	1058
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2022"	"2022"	"January"	"1"	946
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2022"	"2022"	"February"	"2"	847
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2022"	"2022"	"March"	"3"	961
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2022"	"2022"	"April"	"4"	896
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2022"	"2022"	"May"	"5"	877
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2022"	"2022"	"June"	"6"	942
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2022"	"2022"	"July"	"7"	954
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2022"	"2022"	"August"	"8"	1029
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2022"	"2022"	"September"	"9"	936
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2022"	"2022"	"October"	"10"	930
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2022"	"2022"	"November"	"11"	875
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2022"	"2022"	"December"	"12"	1022
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2022"	"2022"	"January"	"1"	221
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2022"	"2022"	"February"	"2"	208
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2022"	"2022"	"March"	"3"	253
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2022"	"2022"	"April"	"4"	178
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2022"	"2022"	"May"	"5"	205
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2022"	"2022"	"June"	"6"	229
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2022"	"2022"	"July"	"7"	214
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2022"	"2022"	"August"	"8"	257
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2022"	"2022"	"September"	"9"	243
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2022"	"2022"	"October"	"10"	221
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2022"	"2022"	"November"	"11"	265
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2022"	"2022"	"December"	"12"	242
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2022"	"2022"	"January"	"1"	221
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2022"	"2022"	"February"	"2"	230
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2022"	"2022"	"March"	"3"	237
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2022"	"2022"	"April"	"4"	237
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2022"	"2022"	"May"	"5"	225
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2022"	"2022"	"June"	"6"	228
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2022"	"2022"	"July"	"7"	267
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2022"	"2022"	"August"	"8"	265
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2022"	"2022"	"September"	"9"	295
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2022"	"2022"	"October"	"10"	243
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2022"	"2022"	"November"	"11"	242
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2022"	"2022"	"December"	"12"	278
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2022"	"2022"	"January"	"1"	169
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2022"	"2022"	"February"	"2"	145
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2022"	"2022"	"March"	"3"	174
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2022"	"2022"	"April"	"4"	131
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2022"	"2022"	"May"	"5"	161
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2022"	"2022"	"June"	"6"	145
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2022"	"2022"	"July"	"7"	196
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2022"	"2022"	"August"	"8"	201
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2022"	"2022"	"September"	"9"	182
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2022"	"2022"	"October"	"10"	171
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2022"	"2022"	"November"	"11"	162
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2022"	"2022"	"December"	"12"	194
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2022"	"2022"	"January"	"1"	157
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2022"	"2022"	"February"	"2"	111
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2022"	"2022"	"March"	"3"	123
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2022"	"2022"	"April"	"4"	109
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2022"	"2022"	"May"	"5"	113
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2022"	"2022"	"June"	"6"	149
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2022"	"2022"	"July"	"7"	126
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2022"	"2022"	"August"	"8"	146
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2022"	"2022"	"September"	"9"	133
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2022"	"2022"	"October"	"10"	105
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2022"	"2022"	"November"	"11"	132
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2022"	"2022"	"December"	"12"	133
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2022"	"2022"	"January"	"1"	234
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2022"	"2022"	"February"	"2"	208
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2022"	"2022"	"March"	"3"	225
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2022"	"2022"	"April"	"4"	200
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2022"	"2022"	"May"	"5"	188
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2022"	"2022"	"June"	"6"	229
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2022"	"2022"	"July"	"7"	216
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2022"	"2022"	"August"	"8"	237
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2022"	"2022"	"September"	"9"	209
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2022"	"2022"	"October"	"10"	221
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2022"	"2022"	"November"	"11"	226
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2022"	"2022"	"December"	"12"	233
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2022"	"2022"	"January"	"1"	158
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2022"	"2022"	"February"	"2"	143
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2022"	"2022"	"March"	"3"	186
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2022"	"2022"	"April"	"4"	141
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2022"	"2022"	"May"	"5"	151
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2022"	"2022"	"June"	"6"	131
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2022"	"2022"	"July"	"7"	182
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2022"	"2022"	"August"	"8"	203
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2022"	"2022"	"September"	"9"	158
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2022"	"2022"	"October"	"10"	159
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2022"	"2022"	"November"	"11"	161
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2022"	"2022"	"December"	"12"	147
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"2022"	"2022"	"January"	"1"	269
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"2022"	"2022"	"February"	"2"	219
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"2022"	"2022"	"March"	"3"	245
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"2022"	"2022"	"April"	"4"	190
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"2022"	"2022"	"May"	"5"	195
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"2022"	"2022"	"June"	"6"	228
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"2022"	"2022"	"July"	"7"	237
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"2022"	"2022"	"August"	"8"	300
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"2022"	"2022"	"September"	"9"	218
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"2022"	"2022"	"October"	"10"	236
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"2022"	"2022"	"November"	"11"	227
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"2022"	"2022"	"December"	"12"	247
	"Georgia"	"13"	"Whitfield County, GA"	"13313"	"2022"	"2022"	"January"	"1"	110
	"Georgia"	"13"	"Whitfield County, GA"	"13313"	"2022"	"2022"	"February"	"2"	104
	"Georgia"	"13"	"Whitfield County, GA"	"13313"	"2022"	"2022"	"March"	"3"	99
	"Georgia"	"13"	"Whitfield County, GA"	"13313"	"2022"	"2022"	"April"	"4"	100
	"Georgia"	"13"	"Whitfield County, GA"	"13313"	"2022"	"2022"	"May"	"5"	93
	"Georgia"	"13"	"Whitfield County, GA"	"13313"	"2022"	"2022"	"June"	"6"	96
	"Georgia"	"13"	"Whitfield County, GA"	"13313"	"2022"	"2022"	"July"	"7"	114
	"Georgia"	"13"	"Whitfield County, GA"	"13313"	"2022"	"2022"	"August"	"8"	102
	"Georgia"	"13"	"Whitfield County, GA"	"13313"	"2022"	"2022"	"September"	"9"	108
	"Georgia"	"13"	"Whitfield County, GA"	"13313"	"2022"	"2022"	"October"	"10"	102
	"Georgia"	"13"	"Whitfield County, GA"	"13313"	"2022"	"2022"	"November"	"11"	110
	"Georgia"	"13"	"Whitfield County, GA"	"13313"	"2022"	"2022"	"December"	"12"	97
	"Georgia"	"13"	"Unidentified Counties, GA"	"13999"	"2022"	"2022"	"January"	"1"	3315
	"Georgia"	"13"	"Unidentified Counties, GA"	"13999"	"2022"	"2022"	"February"	"2"	3096
	"Georgia"	"13"	"Unidentified Counties, GA"	"13999"	"2022"	"2022"	"March"	"3"	3441
	"Georgia"	"13"	"Unidentified Counties, GA"	"13999"	"2022"	"2022"	"April"	"4"	3117
	"Georgia"	"13"	"Unidentified Counties, GA"	"13999"	"2022"	"2022"	"May"	"5"	3278
	"Georgia"	"13"	"Unidentified Counties, GA"	"13999"	"2022"	"2022"	"June"	"6"	3519
	"Georgia"	"13"	"Unidentified Counties, GA"	"13999"	"2022"	"2022"	"July"	"7"	3561
	"Georgia"	"13"	"Unidentified Counties, GA"	"13999"	"2022"	"2022"	"August"	"8"	3905
	"Georgia"	"13"	"Unidentified Counties, GA"	"13999"	"2022"	"2022"	"September"	"9"	3456
	"Georgia"	"13"	"Unidentified Counties, GA"	"13999"	"2022"	"2022"	"October"	"10"	3405
	"Georgia"	"13"	"Unidentified Counties, GA"	"13999"	"2022"	"2022"	"November"	"11"	3597
	"Georgia"	"13"	"Unidentified Counties, GA"	"13999"	"2022"	"2022"	"December"	"12"	3612
	"Hawaii"	"15"	"Hawaii County, HI"	"15001"	"2022"	"2022"	"January"	"1"	183
	"Hawaii"	"15"	"Hawaii County, HI"	"15001"	"2022"	"2022"	"February"	"2"	143
	"Hawaii"	"15"	"Hawaii County, HI"	"15001"	"2022"	"2022"	"March"	"3"	203
	"Hawaii"	"15"	"Hawaii County, HI"	"15001"	"2022"	"2022"	"April"	"4"	152
	"Hawaii"	"15"	"Hawaii County, HI"	"15001"	"2022"	"2022"	"May"	"5"	156
	"Hawaii"	"15"	"Hawaii County, HI"	"15001"	"2022"	"2022"	"June"	"6"	147
	"Hawaii"	"15"	"Hawaii County, HI"	"15001"	"2022"	"2022"	"July"	"7"	172
	"Hawaii"	"15"	"Hawaii County, HI"	"15001"	"2022"	"2022"	"August"	"8"	178
	"Hawaii"	"15"	"Hawaii County, HI"	"15001"	"2022"	"2022"	"September"	"9"	198
	"Hawaii"	"15"	"Hawaii County, HI"	"15001"	"2022"	"2022"	"October"	"10"	170
	"Hawaii"	"15"	"Hawaii County, HI"	"15001"	"2022"	"2022"	"November"	"11"	168
	"Hawaii"	"15"	"Hawaii County, HI"	"15001"	"2022"	"2022"	"December"	"12"	173
	"Hawaii"	"15"	"Honolulu County, HI"	"15003"	"2022"	"2022"	"January"	"1"	956
	"Hawaii"	"15"	"Honolulu County, HI"	"15003"	"2022"	"2022"	"February"	"2"	932
	"Hawaii"	"15"	"Honolulu County, HI"	"15003"	"2022"	"2022"	"March"	"3"	970
	"Hawaii"	"15"	"Honolulu County, HI"	"15003"	"2022"	"2022"	"April"	"4"	851
	"Hawaii"	"15"	"Honolulu County, HI"	"15003"	"2022"	"2022"	"May"	"5"	855
	"Hawaii"	"15"	"Honolulu County, HI"	"15003"	"2022"	"2022"	"June"	"6"	874
	"Hawaii"	"15"	"Honolulu County, HI"	"15003"	"2022"	"2022"	"July"	"7"	961
	"Hawaii"	"15"	"Honolulu County, HI"	"15003"	"2022"	"2022"	"August"	"8"	931
	"Hawaii"	"15"	"Honolulu County, HI"	"15003"	"2022"	"2022"	"September"	"9"	928
	"Hawaii"	"15"	"Honolulu County, HI"	"15003"	"2022"	"2022"	"October"	"10"	928
	"Hawaii"	"15"	"Honolulu County, HI"	"15003"	"2022"	"2022"	"November"	"11"	904
	"Hawaii"	"15"	"Honolulu County, HI"	"15003"	"2022"	"2022"	"December"	"12"	925
	"Hawaii"	"15"	"Maui County, HI"	"15009"	"2022"	"2022"	"January"	"1"	163
	"Hawaii"	"15"	"Maui County, HI"	"15009"	"2022"	"2022"	"February"	"2"	127
	"Hawaii"	"15"	"Maui County, HI"	"15009"	"2022"	"2022"	"March"	"3"	122
	"Hawaii"	"15"	"Maui County, HI"	"15009"	"2022"	"2022"	"April"	"4"	140
	"Hawaii"	"15"	"Maui County, HI"	"15009"	"2022"	"2022"	"May"	"5"	128
	"Hawaii"	"15"	"Maui County, HI"	"15009"	"2022"	"2022"	"June"	"6"	167
	"Hawaii"	"15"	"Maui County, HI"	"15009"	"2022"	"2022"	"July"	"7"	125
	"Hawaii"	"15"	"Maui County, HI"	"15009"	"2022"	"2022"	"August"	"8"	140
	"Hawaii"	"15"	"Maui County, HI"	"15009"	"2022"	"2022"	"September"	"9"	141
	"Hawaii"	"15"	"Maui County, HI"	"15009"	"2022"	"2022"	"October"	"10"	152
	"Hawaii"	"15"	"Maui County, HI"	"15009"	"2022"	"2022"	"November"	"11"	152
	"Hawaii"	"15"	"Maui County, HI"	"15009"	"2022"	"2022"	"December"	"12"	132
	"Hawaii"	"15"	"Unidentified Counties, HI"	"15999"	"2022"	"2022"	"January"	"1"	58
	"Hawaii"	"15"	"Unidentified Counties, HI"	"15999"	"2022"	"2022"	"February"	"2"	71
	"Hawaii"	"15"	"Unidentified Counties, HI"	"15999"	"2022"	"2022"	"March"	"3"	62
	"Hawaii"	"15"	"Unidentified Counties, HI"	"15999"	"2022"	"2022"	"April"	"4"	65
	"Hawaii"	"15"	"Unidentified Counties, HI"	"15999"	"2022"	"2022"	"May"	"5"	70
	"Hawaii"	"15"	"Unidentified Counties, HI"	"15999"	"2022"	"2022"	"June"	"6"	65
	"Hawaii"	"15"	"Unidentified Counties, HI"	"15999"	"2022"	"2022"	"July"	"7"	81
	"Hawaii"	"15"	"Unidentified Counties, HI"	"15999"	"2022"	"2022"	"August"	"8"	59
	"Hawaii"	"15"	"Unidentified Counties, HI"	"15999"	"2022"	"2022"	"September"	"9"	60
	"Hawaii"	"15"	"Unidentified Counties, HI"	"15999"	"2022"	"2022"	"October"	"10"	64
	"Hawaii"	"15"	"Unidentified Counties, HI"	"15999"	"2022"	"2022"	"November"	"11"	54
	"Hawaii"	"15"	"Unidentified Counties, HI"	"15999"	"2022"	"2022"	"December"	"12"	79
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2022"	"2022"	"January"	"1"	417
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2022"	"2022"	"February"	"2"	347
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2022"	"2022"	"March"	"3"	411
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2022"	"2022"	"April"	"4"	443
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2022"	"2022"	"May"	"5"	420
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2022"	"2022"	"June"	"6"	423
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2022"	"2022"	"July"	"7"	407
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2022"	"2022"	"August"	"8"	428
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2022"	"2022"	"September"	"9"	435
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2022"	"2022"	"October"	"10"	447
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2022"	"2022"	"November"	"11"	386
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2022"	"2022"	"December"	"12"	391
	"Idaho"	"16"	"Bonneville County, ID"	"16019"	"2022"	"2022"	"January"	"1"	138
	"Idaho"	"16"	"Bonneville County, ID"	"16019"	"2022"	"2022"	"February"	"2"	127
	"Idaho"	"16"	"Bonneville County, ID"	"16019"	"2022"	"2022"	"March"	"3"	144
	"Idaho"	"16"	"Bonneville County, ID"	"16019"	"2022"	"2022"	"April"	"4"	127
	"Idaho"	"16"	"Bonneville County, ID"	"16019"	"2022"	"2022"	"May"	"5"	157
	"Idaho"	"16"	"Bonneville County, ID"	"16019"	"2022"	"2022"	"June"	"6"	167
	"Idaho"	"16"	"Bonneville County, ID"	"16019"	"2022"	"2022"	"July"	"7"	152
	"Idaho"	"16"	"Bonneville County, ID"	"16019"	"2022"	"2022"	"August"	"8"	161
	"Idaho"	"16"	"Bonneville County, ID"	"16019"	"2022"	"2022"	"September"	"9"	157
	"Idaho"	"16"	"Bonneville County, ID"	"16019"	"2022"	"2022"	"October"	"10"	137
	"Idaho"	"16"	"Bonneville County, ID"	"16019"	"2022"	"2022"	"November"	"11"	142
	"Idaho"	"16"	"Bonneville County, ID"	"16019"	"2022"	"2022"	"December"	"12"	167
	"Idaho"	"16"	"Canyon County, ID"	"16027"	"2022"	"2022"	"January"	"1"	298
	"Idaho"	"16"	"Canyon County, ID"	"16027"	"2022"	"2022"	"February"	"2"	231
	"Idaho"	"16"	"Canyon County, ID"	"16027"	"2022"	"2022"	"March"	"3"	281
	"Idaho"	"16"	"Canyon County, ID"	"16027"	"2022"	"2022"	"April"	"4"	245
	"Idaho"	"16"	"Canyon County, ID"	"16027"	"2022"	"2022"	"May"	"5"	267
	"Idaho"	"16"	"Canyon County, ID"	"16027"	"2022"	"2022"	"June"	"6"	284
	"Idaho"	"16"	"Canyon County, ID"	"16027"	"2022"	"2022"	"July"	"7"	314
	"Idaho"	"16"	"Canyon County, ID"	"16027"	"2022"	"2022"	"August"	"8"	355
	"Idaho"	"16"	"Canyon County, ID"	"16027"	"2022"	"2022"	"September"	"9"	295
	"Idaho"	"16"	"Canyon County, ID"	"16027"	"2022"	"2022"	"October"	"10"	297
	"Idaho"	"16"	"Canyon County, ID"	"16027"	"2022"	"2022"	"November"	"11"	259
	"Idaho"	"16"	"Canyon County, ID"	"16027"	"2022"	"2022"	"December"	"12"	249
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2022"	"2022"	"January"	"1"	163
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2022"	"2022"	"February"	"2"	158
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2022"	"2022"	"March"	"3"	168
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2022"	"2022"	"April"	"4"	157
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2022"	"2022"	"May"	"5"	143
